city,state,place,pct_non_white
Dana village,Illinois,18485,0.0
Kangley village,Illinois,38921,2.9166666666666674
Alma village,Illinois,00919,0.5730659025787954
Sullivan,Illinois,73495,2.5921787709497157
Brooklyn village,Illinois,08667,91.79954441913439
Madison,Illinois,45993,46.165368484122226
Marissa village,Illinois,46955,0.496453900709215
Chester,Illinois,13139,27.999520556154856
Hinckley village,Illinois,35268,4.398689751988771
Boulder Hill,Illinois,07419,16.868056908984606
Niantic village,Illinois,52961,0.34843205574912606
Evansville village,Illinois,24608,0.7645259938837912
Ruma village,Illinois,66287,1.8927444794952675
Tamms village,Illinois,74457,28.962536023054753
Hooppole village,Illinois,36074,0.0
Kewanee,Illinois,39727,15.222762413325896
Antioch village,Illinois,01595,11.659413168608735
Arlington Heights village,Illinois,02154,15.806417424021625
Channel Lake,Illinois,12489,7.706201083684528
Deer Park village,Illinois,19083,12.87332646755922
Long Lake,Illinois,44550,16.333989316840036
Smithboro village,Illinois,70213,0.0
Campton Hills village,Illinois,10906,6.57361548851868
Plattville village,Illinois,60391,1.6877637130801704
Sammons Point village,Illinois,67372,4.1958041958041985
Limestone village,Illinois,43510,2.165605095541401
Kaneville village,Illinois,38895,5.760368663594473
Columbia,Illinois,15833,2.9761904761904767
East Carondelet village,Illinois,21618,7.971014492753625
Fairmont City village,Illinois,24933,38.16362053959965
Mascoutah,Illinois,47423,10.175864160097026
Bath village,Illinois,04156,4.659498207885305
San Jose village,Illinois,67613,4.7552447552447585
Bartonville village,Illinois,04039,4.03264522323572
Bellevue village,Illinois,04871,7.071713147410364
Mapleton village,Illinois,46643,0.35211267605633756
Inverness,Colorado,38910,24.888321633694954
Jackson Lake,Colorado,39160,2.8735632183908066
Jansen,Colorado,39250,0.0
Joes,Colorado,39745,0.0
Johnson Village,Colorado,39800,12.95336787564767
Kirk,Colorado,40900,3.749999999999998
Laird,Colorado,42000,69.38775510204081
La Junta Gardens,Colorado,42165,0.0
Lazy Acres,Colorado,44270,0.0
Lewis,Colorado,44595,0.0
Leyner,Colorado,44695,
Loma,Colorado,45750,9.032943676939432
Lynn,Colorado,47015,0.0
McCoy,Colorado,47345,0.0
Maybell,Colorado,49325,12.195121951219512
Maysville,Colorado,49490,0.0
Midland,Colorado,50380,0.0
Morgan Heights,Colorado,51975,2.3668639053254448
Mountain Meadows,Colorado,52210,0.0
Mulford,Colorado,52820,12.15686274509804
Hidden Springs,Idaho,37500,2.970922882427307
Greenleaf,Idaho,33490,11.377245508982037
Middleton,Idaho,52660,6.44520910534675
Castleford,Idaho,13240,4.072398190045245
Fairfield,Idaho,26290,0.5780346820809301
Dubois,Idaho,22960,7.095709570957098
Bliss,Idaho,08470,0.0
Payette,Idaho,61300,9.643381861893952
St. Maries,Idaho,71470,2.633378932968533
Cottonwood,Idaho,18640,5.527123848515869
Craigmont,Idaho,19270,7.4509803921568585
Winchester,Idaho,87850,8.333333333333337
Warm River,Idaho,85420,
Malad City,Idaho,50140,2.4026910139356095
Clifton,Idaho,16120,5.934718100890213
Preston,Idaho,65260,9.561011904761907
Twin Falls,Idaho,82810,9.356295070580789
Chubbuck,Idaho,14680,8.96298766255419
Dietrich,Idaho,21790,5.828220858895705
Richfield,Idaho,67600,11.27348643006263
Oldtown,Idaho,58600,8.536585365853655
Lost River,Idaho,47890,
Coeur d'Alene,Idaho,16750,6.632370399683419
Hauser,Idaho,35830,5.022831050228316
Spirit Lake,Idaho,76060,5.3040103492884905
Genesee,Idaho,30160,10.46622264509991
Hailey,Idaho,34390,4.578972407231207
Island Park,Idaho,40600,0.0
Parker,Idaho,60760,5.349794238683126
Teton,Idaho,80380,2.2770398481973486
Garden City,Idaho,29620,6.7095354936965945
Star,Idaho,76870,4.772353263850793
Council,Idaho,18820,5.087014725568939
Potlatch,Idaho,64900,0.28248587570621764
Culdesac,Idaho,19900,25.83333333333333
Lapwai,Idaho,45370,85.76078112286412
Kamiah,Idaho,42400,16.878980891719742
Mullan,Idaho,55630,5.925925925925924
Arco,Idaho,03160,0.0
Weston,Idaho,87040,0.35460992907800915
Marsing,Idaho,50950,30.404463040446306
Hansen,Idaho,34930,8.049535603715174
Bovill,Idaho,09730,5.590062111801242
Paris,Idaho,60580,11.605723370429255
Dover,Idaho,22510,1.6793893129770976
Parkline,Idaho,60880,0.0
Bridgeport,Michigan,10440,42.02334630350194
Colon village,Michigan,17360,3.1774051191526875
Mendon village,Michigan,52980,0.8519701810436597
Durand,Michigan,23500,6.212303980699641
Bronson,Michigan,10860,7.028020211299957
Central Lake village,Michigan,14400,4.092339979013637
Ellsworth village,Michigan,25420,6.194690265486724
Sault Ste. Marie,Michigan,71740,23.93495695680965
Pellston village,Michigan,63300,14.699570815450647
Brooklyn village,Michigan,11000,5.6977704376548255
Grass Lake village,Michigan,34480,1.7073170731707332
Vandercook Lake,Michigan,81740,2.990249187432281
Constantine village,Michigan,17840,4.66888994759409
Bancroft village,Michigan,05080,4.192872117400414
Morrice village,Michigan,55560,4.64700625558534
Vernon village,Michigan,82020,0.0
Perrinton village,Michigan,63660,2.0912547528517123
St. Louis,Michigan,71000,31.283905967450277
Kingsley village,Michigan,43340,4.585798816568043
Harbor Beach,Michigan,36460,5.320247933884293
Port Austin village,Michigan,65680,2.5568181818181768
Port Hope village,Michigan,65800,4.347826086956519
Sebewaing village,Michigan,72180,3.747657713928798
Beulah village,Michigan,08100,7.389162561576357
K. I. Sawyer,Michigan,43558,12.146422628951747
Lake Leelanau,Michigan,44760,0.0
Lake Victoria,Michigan,45190,1.189060642092743
Leland,Michigan,46800,4.424778761061942
Levering,Michigan,47240,18.253968253968257
Loomis,Michigan,49400,0.0
Lupton,Michigan,49720,3.0716723549488067
Manistee Lake,Michigan,50755,0.0
Maple City,Michigan,50920,5.309734513274334
Maple Grove,Michigan,50970,0.0
Marenisco,Michigan,51540,8.955223880597018
Nessen City,Michigan,56960,14.563106796116509
New Troy,Michigan,57660,4.312114989733063
Norwood,Michigan,59320,3.076923076923077
Oak Hill,Michigan,59740,0.0
Oden,Michigan,60180,0.0
Omena,Michigan,60640,2.083333333333337
Parkdale,Michigan,62500,3.1081081081081097
Pilgrim,Michigan,64100,0.0
Ponshewaing,Michigan,65420,0.0
Presque Isle Harbor,Michigan,66343,0.0
Rapid City,Michigan,67140,5.3583389149363665
St. James,Michigan,70900,1.1695906432748537
Sand Lake,Michigan,71340,0.7107320540156392
Snover,Michigan,74380,1.3586956521739135
South Boardman,Michigan,74740,2.990654205607479
Stronach,Michigan,76820,5.3475935828877
Village of Grosse Pointe Shores,Michigan,82453,12.323816407661726
Vineyard Lake,Michigan,82490,2.9595015576323935
Wacousta,Michigan,82680,3.055378739656267
Walloon Lake,Michigan,83140,1.3392857142857095
Watersmeet,Michigan,84360,24.5
Wedgewood,Michigan,85110,0.0
Wellston,Michigan,85300,3.658536585365857
White Pine,Michigan,86960,5.054945054945059
Zeba,Michigan,89240,59.125964010282786
Tawas City,Michigan,78140,9.090909090909093
Mesick village,Michigan,53320,10.382513661202186
East Tawas,Michigan,24420,5.561653860226857
Pennock,Minnesota,50344,9.51526032315978
Heidelberg,Minnesota,28214,0.0
Kasota,Minnesota,32462,12.702366127023657
Bena,Minnesota,05104,78.125
Remer,Minnesota,53782,7.6271186440677985
Walker,Minnesota,67792,26.865671641791046
New Houlka town,Mississippi,51420,37.867078825347754
Crenshaw town,Mississippi,16460,80.51235132662397
Prentiss town,Mississippi,59920,44.08973252804142
D'Iberville,Mississippi,19180,42.33160242814306
Tucker,Mississippi,74675,100.0
Diamondhead,Mississippi,19100,3.7640380106133575
Sidon town,Mississippi,67840,98.71794871794873
West Point,Mississippi,79120,62.6764539808018
Chunky town,Mississippi,13580,13.372093023255815
Eupora,Mississippi,23420,48.94714224323163
Verona,Mississippi,76560,75.13530722699777
Greenwood,Mississippi,29340,74.48005698005697
Belzoni,Mississippi,05140,82.84654612888272
Terry town,Mississippi,72680,71.07309486780716
Columbus,Mississippi,15380,65.51094132790764
Petal,Mississippi,56800,16.392668178382465
Amory,Mississippi,01260,32.87651471436814
Boyle town,Mississippi,08180,40.85510688836105
Sunflower town,Mississippi,71600,78.53962600178095
Saucier,Mississippi,65720,0.0
Union town,Mississippi,75360,50.14899957428693
Sebastopol town,Mississippi,66280,16.434540389972142
Tutwiler town,Mississippi,75040,87.18097447795824
Iuka,Mississippi,35300,6.596752368064951
Pace town,Mississippi,54920,86.89320388349515
Mantachie town,Mississippi,44920,1.6265912305516217
Forest,Mississippi,25340,51.145851838692494
Sumner town,Mississippi,71520,44.224422442244226
Senatobia,Mississippi,66440,42.74234693877551
Baldwyn,Mississippi,02700,54.30067314884069
Sylvarena village,Mississippi,72040,7.482993197278908
Vicksburg,Mississippi,76720,70.70571377395665
Clarksdale,Mississippi,13820,83.27189525867547
Ridgeland,Mississippi,62520,44.49709505954098
Vaiden town,Mississippi,75880,61.6554054054054
Canton,Mississippi,11100,78.60415643920798
Flora town,Mississippi,24940,50.49126637554585
Guntown town,Mississippi,29940,20.99082568807339
Shannon town,Mississippi,66720,63.67567567567567
Satartia village,Mississippi,65680,38.46153846153846
Ruleville,Mississippi,64200,76.61169415292353
Braxton village,Mississippi,08460,1.9920318725099584
Mendenhall,Mississippi,46600,54.75376196990425
Madaket,Massachusetts,37735,0.0
Methuen Town,Massachusetts,40710,25.44648184240882
Palmer Town,Massachusetts,52144,10.16589033259786
Petersham,Massachusetts,53085,5.019305019305021
Russell,Massachusetts,58615,9.125475285171103
Siasconset,Massachusetts,61940,12.345679012345679
Southbridge Town,Massachusetts,63345,17.848048794931014
The Pinehills,Massachusetts,69585,5.496828752642702
Upton,Massachusetts,71445,3.097731239092494
Watertown Town,Massachusetts,73440,17.225502104460322
West Springfield Town,Massachusetts,77890,12.943479324688035
Edgartown,Massachusetts,21115,3.937007874015752
Hanscom AFB,Massachusetts,28425,22.102689486552563
Spring Valley,Arizona,69060,4.197994987468667
Cibecue,Arizona,13400,99.58582604693972
Jeddito,Arizona,36150,100.0
Keams Canyon,Arizona,37130,88.19672131147541
Pinetop-Lakeside town,Arizona,55980,6.681922196796341
Pinon,Arizona,56120,96.06299212598425
South Tucson,Arizona,68850,44.60914063878595
Winslow West,Arizona,83960,54.51713395638629
Casas Adobes,Arizona,10670,17.4030157056124
Ak-Chin Village,Arizona,01090,96.66123778501628
Blackwater,Arizona,06820,98.43373493975903
Dudleyville,Arizona,20680,0.0
Stanfield,Arizona,69130,67.57281553398057
Superior town,Arizona,71300,15.662650602409634
Duncan town,Arizona,20750,1.0738255033557076
Morenci,Arizona,47610,18.147208121827408
Fort Defiance,Arizona,24460,97.75599128540306
Pirtleville,Arizona,56400,10.050890585241735
Eloy,Arizona,22360,31.142183649416054
Nogales,Arizona,49640,14.152764714618094
Sonoita,Arizona,68220,0.8739076154806513
Arizona City,Arizona,03530,15.151785714285715
Hayden town,Arizona,32020,6.47619047619048
Second Mesa,Arizona,65280,100.0
Three Points,Arizona,73700,23.432618204540724
Tucson Estates,Arizona,77035,21.814381270903006
Dennehotso,Arizona,18580,100.0
Mead Valley,California,46646,62.347977165549764
Meridian,California,46926,14.555256064690026
Mesa Verde,California,47066,70.75575027382257
Mexican Colony,California,47192,27.42316784869976
Midpines,California,47374,16.958654519971972
Midway City,California,47430,73.19908905669423
Milford,California,47472,0.0
Minkler,California,47822,1.6701461377870541
Miranda,California,48060,36.03305785123967
Monmouth,California,48592,18.018018018018022
Mono City,California,48602,0.0
Monson,California,48676,36.042402826855124
Montalvin Manor,California,48718,54.4179523141655
Monterey Park Tract,California,48916,2.941176470588236
Monument Hills,California,49045,9.072305593451569
Moskowite Corner,California,49432,0.0
Mountain Center,California,49544,
Mountain Gate,California,49558,0.7352941176470562
Mountain House,California,49582,66.20282756317488
Mount Hermon,California,49796,3.7331215250198557
Mount Laguna,California,49810,0.0
Myers Flat,California,50146,0.0
Newcastle,California,51000,12.00331125827815
New Cuyama,California,51028,5.151515151515151
Newell,California,51042,3.5335689045936425
New Pine Creek,California,51168,32.95454545454546
Nicasio,California,51280,0.0
Nicolaus,California,51336,5.405405405405405
Nipinnawasee,California,51470,0.0
Nord,California,51574,4.1666666666666625
Parkway Village,Kentucky,59322,12.848297213622295
St. Matthews,Kentucky,67944,13.87588789163592
Strathmoor Manor,Kentucky,74064,3.9886039886039892
Watterson Park,Kentucky,80913,33.70577281191807
Wellington,Kentucky,81372,3.6170212765957444
East Bernstadt,Kentucky,23284,3.31125827814569
Blackey,Kentucky,07012,0.9615384615384581
Oakland,Kentucky,57144,8.18965517241379
Sanders,Kentucky,68358,15.18324607329843
Worthville,Kentucky,84900,0.0
Liberty,Kentucky,46072,3.118325501922259
Dry Ridge,Kentucky,22582,3.6557149467838945
Wurtland,Kentucky,85008,0.7081038552321006
Horse Cave,Kentucky,38008,18.48450057405281
Eminence,Kentucky,24904,30.630630630630627
Briarwood,Kentucky,09532,11.95445920303605
Douglass Hills,Kentucky,22204,21.24343257443082
Druid Hills,Kentucky,22474,1.718213058419249
Glenview,Kentucky,31348,7.732864674868189
Glenview Manor,Kentucky,31420,1.1278195488721776
Hills and Dales,Kentucky,36865,1.1173184357541888
Hollow Creek,Kentucky,37576,11.005917159763312
Hollyvilla,Kentucky,37630,5.287356321839076
Meadowview Estates,Kentucky,51294,2.8846153846153855
Kingsley,Kentucky,42598,1.1467889908256867
Manor Creek,Kentucky,49800,5.226480836236935
Meadow Vale,Kentucky,51258,15.838926174496649
Richlawn,Kentucky,65208,1.488833746898266
Woodburn,Kentucky,84414,0.7957559681697646
Middlesborough,Kentucky,51924,8.674827035657263
North Middletown,Kentucky,56820,2.13089802130898
Cawood,Kentucky,13582,10.578842315369263
Cayce,Kentucky,13600,21.111111111111114
Cecilia,Kentucky,13636,0.0
Cerulean,Kentucky,14068,72.54901960784314
Cheverly town,Maryland,16550,61.27428127428127
Clinton,Maryland,17900,91.19637090573582
Glenn Dale,Maryland,33400,78.14534840206572
New Carrollton,Maryland,55400,85.51217626594512
Woodmore,Maryland,86710,90.97222222222221
Centreville town,Maryland,14950,14.324721697122456
Kent Narrows,Maryland,43725,0.0
Dames Quarter,Maryland,21550,0.0
Deal Island,Maryland,22100,12.53561253561254
Ferndale,Maryland,28075,33.687819618781965
Fort Meade,Maryland,29400,36.935528373034124
Cordova,Maryland,19900,12.091503267973858
Union Bridge town,Maryland,79350,6.422018348623848
Trappe town,Maryland,78575,26.249999999999996
Pocomoke City,Maryland,62475,51.214723926380366
La Vale,Maryland,46075,6.007582385535137
Perryville town,Maryland,61150,18.415077202543138
Algonquin,Maryland,00712,14.551333872271622
Vienna town,Maryland,80600,14.28571428571429
Ballenger Creek,Maryland,03800,32.2438330170778
Emmitsburg town,Maryland,26200,15.07424144609425
Walkersville town,Maryland,81275,15.002427577277878
Upton,Kentucky,78672,9.571428571428575
Bellemeade,Kentucky,05392,8.842794759825324
Bellewood,Kentucky,05464,4.230769230769226
Crossgate,Kentucky,18766,1.403508771929829
Goose Creek,Kentucky,31870,4.276315789473683
Norbourne Estates,Kentucky,56550,0.0
Fincastle,Kentucky,27262,48.575305291723204
Hurstbourne Acres,Kentucky,38818,51.35668475579674
Wallins Creek,Kentucky,80310,7.580174927113703
Water Valley,Kentucky,80832,11.229946524064172
Arjay,Kentucky,01972,9.545454545454547
Hickory,Kentucky,36316,19.494584837545126
Ages,Kentucky,00514,9.809264305177113
Combs,Kentucky,16822,0.0
McKinney,Kentucky,49134,0.0
Rineyville,Kentucky,65388,5.582047685834501
Cunningham,Kentucky,19234,0.0
Coxton,Kentucky,17938,4.848484848484846
Ironville,Kentucky,39592,0.0
Allensville,Kentucky,01000,36.7741935483871
Cleaton,Kentucky,15490,6.857142857142861
Utica,Kentucky,78708,0.0
Anthoston,Kentucky,01720,5.755395683453235
Poole,Kentucky,62202,0.0
Dwale,Kentucky,23104,0.0
Barbourmeade,Kentucky,03556,5.096913137114145
Brownsboro Farm,Kentucky,10162,3.235747303543912
Elizaville,Kentucky,24292,0.0
Emlyn,Kentucky,24922,0.0
Fairview,Kentucky,26182,0.0
Farley,Kentucky,26528,7.467608951707893
Farmers,Kentucky,26560,0.0
Farmington,Kentucky,26614,21.568627450980394
Flat Lick,Kentucky,27730,0.0
Francisville,Kentucky,28882,7.339938212421437
Freeburn,Kentucky,29134,0.0
Ezel,Kentucky,25876,0.0
Fancy Farm,Kentucky,26452,0.170068027210879
Garrison,Kentucky,30232,0.0
Gilbertsville,Kentucky,30880,0.0
Gracey,Kentucky,32032,0.0
Hardyville,Kentucky,34660,0.0
Hazel Green,Kentucky,35398,0.0
Hebron,Kentucky,35542,9.007893514935772
Hodgenville,Kentucky,37396,12.110834371108348
High Bridge,Kentucky,36460,4.562737642585546
Hiseville,Kentucky,37234,0.0
Jeff,Kentucky,40204,0.0
Drum Point,Maryland,23700,4.445442299057023
Eakles Mill,Maryland,24250,
Eckhart Mines,Maryland,24825,3.007518796992481
Edesville,Maryland,24925,86.97478991596638
Edgemont,Maryland,25000,0.0
Edgewater,Maryland,25050,8.911325724319575
Ellerslie,Maryland,25925,2.3076923076923106
Elliott,Maryland,26025,0.0
Ernstville,Maryland,26550,0.0
Fairlee,Maryland,27325,51.43824027072759
Arma,Kansas,02375,4.548736462093861
Fairway,Kansas,22700,4.772727272727273
Merriam,Kansas,46000,13.115780062583815
Mission,Kansas,47225,15.929854037593195
Dunlap,Kansas,18950,0.0
Hoxie,Kansas,33350,3.842940685045948
Colony,Kansas,14950,2.4640657084188944
Lone Elm,Kansas,42425,0.0
Protection,Kansas,57850,0.8823529411764675
Englewood,Kansas,21350,5.494505494505497
West Mineral,Kansas,77150,13.178294573643413
Haven,Kansas,30725,6.5180102915952
Willowbrook,Kansas,79425,2.4691358024691357
Smolan,Kansas,66100,1.0152284263959421
Solomon,Kansas,66275,4.116638078902235
Galva,Kansas,25200,1.5763546798029604
McPherson,Kansas,43950,5.8219702773096405
Frontenac,Kansas,24850,5.470588235294116
Colwich,Kansas,15100,2.99212598425197
Kechi,Kansas,36225,10.491803278688527
Oaklawn-Sunview,Kansas,51810,38.273757628596336
Garnett,Kansas,25925,5.5040197897340715
Kincaid,Kansas,36875,0.0
Westphalia,Kansas,77250,9.090909090909093
Coldwater,Kansas,14700,0.7211538461538436
Moline,Kansas,47600,1.253132832080206
Weir,Kansas,76350,2.2761760242792084
Greensburg,Kansas,28675,7.184241019698723
Buhler,Kansas,09200,2.6102610261026116
Hutchinson,Kansas,33625,10.966906193479009
Pomona,Kansas,57000,8.116883116883123
Princeton,Kansas,57725,4.2194092827004255
Independence,Kansas,33875,15.992182110830077
Elkhart,Kansas,20350,5.47945205479452
Esbon,Kansas,21600,14.141414141414144
Mankato,Kansas,44300,2.2919179734619988
Langdon,Kansas,38500,0.0
Haysville,Kansas,31125,9.710743801652889
Sedgwick,Kansas,63800,5.521472392638039
Valley Center,Kansas,73250,6.619286510590861
Viola,Kansas,74025,1.041666666666663
Tipton,Kansas,70675,13.67924528301887
North Newton,Kansas,51225,6.69291338582677
Liberal,Kansas,39825,42.547260655820786
Leon,Kansas,39450,5.863192182410426
Norton,Kansas,51500,2.2053506869125106
Quinter,Kansas,58250,7.742639040348964
Robinson,Kansas,60325,3.4653465346534684
Ozawkie,Kansas,53925,4.87483530961792
Bennington,Kansas,06075,3.361344537815125
Cuba,Kansas,16625,0.0
Cottonwood Falls,Kansas,15900,7.006369426751591
South Haven,Kansas,66650,6.958762886597936
Grainfield,Kansas,27200,1.5243902439024404
Hunnewell,Kansas,33500,2.298850574712641
Matfield Green,Kansas,45150,0.0
Parsons,Kansas,54675,15.355382087099423
Hanover,Kansas,29875,1.6320474777448024
Iuka,Kansas,34625,0.5319148936170248
Wilkinson town,Indiana,84302,0.2421307506053294
Hudson town,Indiana,35086,1.9748653500897717
Milan town,Indiana,49266,4.656862745098033
Edinburgh town,Indiana,20404,10.559265442404008
Nevada,Iowa,55695,4.752739117559967
Ellston,Iowa,25005,0.0
Shannon City,Iowa,71940,0.0
Maxwell,Iowa,50520,4.2091836734693855
Albion,Iowa,00955,13.508771929824558
Waterville,Iowa,82470,0.0
Danville,Iowa,18435,5.894308943089433
Mediapolis,Iowa,50790,2.5626740947075177
Grundy Center,Iowa,33195,2.9532710280373853
Magnolia,Iowa,48495,2.39520958083832
Modale,Iowa,52995,0.6116207951070374
Osceola,Iowa,59835,6.447187928669407
Garden Grove,Iowa,29775,0.0
Lamoni,Iowa,42960,13.42991386061081
Murray,Iowa,55065,5.729877216916779
Eagle Grove,Iowa,23250,6.153397491980172
New Hampton,Iowa,56100,3.156971645717621
Milford,Iowa,52095,3.462050599201061
Okoboji,Iowa,58710,11.599511599511603
Casey,Iowa,11395,7.532467532467535
Irwin,Iowa,39000,1.4534883720930258
Tennant,Iowa,77430,0.0
Alton,Iowa,01585,4.491017964071853
Matlock,Iowa,50385,0.0
Macedonia,Iowa,47955,4.651162790697672
Millersburg,Iowa,52230,3.703703703703709
Cambridge,Iowa,10225,3.1105990783410142
Zearing,Iowa,87555,3.5580524344569264
Clemons,Iowa,14160,7.14285714285714
Laurel,Iowa,43680,5.47945205479452
Charlotte,Iowa,12855,2.4767801857585092
Wheatland,Iowa,84945,2.7972027972028024
Marble Rock,Iowa,49305,2.8037383177570097
Batavia,Iowa,04825,0.0
Patterson,Iowa,61860,0.0
Shenandoah,Iowa,72525,5.431897079844806
West Chester,Iowa,83775,7.317073170731703
Corning,Iowa,16500,2.409638554216864
Cincinnati,Iowa,13395,3.2352941176470584
Plano,Iowa,63345,12.5
Allison,Iowa,01315,1.4427412082957614
Parkersburg,Iowa,61590,0.46391752577319423
Wadena,Iowa,81570,4.8387096774193505
Kellogg,Iowa,40440,3.5026269702276736
Sully,Iowa,76035,3.3816425120772986
Andover,Iowa,02080,2.3622047244094446
Toronto,Iowa,78600,0.0
Colwell,Iowa,15465,0.0
Pleasant Plain,Iowa,63615,0.0
Brighton,Iowa,08470,4.011065006915626
St. Charles,Iowa,69915,2.6798307475317307
Blanchard,Iowa,06895,0.0
Hepburn,Iowa,35760,0.0
Shambaugh,Iowa,71895,1.4084507042253502
Yorktown,Iowa,87420,0.0
Diamond village,Illinois,19837,4.486466444197257
Frankfort Square,Illinois,27644,8.28010948905109
Naperville,Illinois,51622,27.939471596802733
Romeoville village,Illinois,65442,40.19311248928553
Woodridge village,Illinois,83245,27.04528471080556
Magnolia village,Illinois,46110,6.622516556291391
East Peoria,Illinois,22164,6.629906787449125
Hinsdale village,Illinois,35307,15.16092603049125
Warrenville,Illinois,78929,14.386684906520752
Rosiclare,Illinois,65897,0.0
Cabery village,Illinois,10292,0.9090909090909038
Essex village,Illinois,24452,6.174200661521501
Grant Park village,Illinois,30991,6.094968107725018
Iuka village,Illinois,37933,2.8112449799196804
Patoka village,Illinois,58057,0.347222222222221
Allenville village,Illinois,00867,1.3071895424836555
Alorton village,Illinois,00958,98.97130481862479
Fayetteville village,Illinois,25713,0.0
London Mills village,Illinois,44446,0.0
Maquon village,Illinois,46695,0.0
St. Augustine village,Illinois,66677,0.0
Benld,Illinois,05209,2.3888520238885214
East Gillespie village,Illinois,21852,7.792207792207795
Modesto village,Illinois,49802,0.7490636704119868
Sawyerville village,Illinois,67873,5.263157894736848
White City village,Illinois,81191,0.0
Fairmount village,Illinois,24985,1.388888888888884
Marshall,Illinois,47163,1.4112334180073405
Dieterich village,Illinois,19915,2.188552188552184
Biggsville village,Illinois,05898,1.9943019943019946
Coulterville village,Illinois,16613,8.233890214797135
Earlville,Illinois,21540,2.748962655601661
Prairie du Rocher village,Illinois,61639,0.6315789473684164
Hanaford village,Illinois,32616,3.7135278514588865
Campbell Hill village,Illinois,10773,2.941176470588236
Dalton City village,Illinois,18446,2.304147465437789
Rochester village,Illinois,64759,4.6566692975532735
Cisne village,Illinois,14455,7.276119402985071
Cedar Point village,Illinois,11982,0.0
Lostant village,Illinois,44823,3.9665970772442605
Central City village,Illinois,12151,2.3089171974522316
Sandoval village,Illinois,67444,3.1483015741507914
Sims village,Illinois,70031,6.756756756756754
Oneida,Illinois,56159,5.508474576271183
Girard,Illinois,29392,2.006335797254488
Mount Clare village,Illinois,50920,1.9607843137254943
Shipman town,Illinois,69563,0.8237232289950547
Wilmette village,Illinois,82075,16.85323154842735
Palatine village,Illinois,57225,30.94566345549432
Rosemont village,Illinois,65819,9.9412455934195
South Holland village,Illinois,70850,86.35420030447017
Cherry village,Illinois,12970,0.0
De Pue village,Illinois,19499,26.137624861265262
Mineral village,Illinois,49516,4.385964912280704
Harvey,Illinois,33383,78.46305257114739
Justice village,Illinois,38830,27.4765625
Mount Airy town,Georgia,53284,18.636693255982596
Americus,Georgia,02116,70.45733083919241
Kingston,Georgia,43668,40.74074074074075
Clarkesville,Georgia,16460,9.920182440136827
Cornelia,Georgia,19728,39.177142857142854
Dunwoody,Georgia,24768,34.992201899900756
Dutch Island,Georgia,24876,11.617900172117036
Henderson,Georgia,37910,36.277602523659304
Heron Bay,Georgia,38105,46.13418530351437
Howard,Georgia,40196,
Knoxville,Georgia,44060,18.181818181818176
Matthews,Georgia,50176,0.0
Mendes,Georgia,50820,40.25974025974026
Mineral Bluff,Georgia,51744,11.578947368421055
Norristown,Georgia,55944,0.0
Perkins,Georgia,60312,0.0
Rockingham,Georgia,66220,17.14285714285714
Chattanooga Valley,Georgia,15585,10.420590081607028
Washington,Georgia,80704,60.94182825484764
Rome,Georgia,66668,38.23626555102939
Gray,Georgia,34512,23.84615384615385
Hinesville,Georgia,38964,59.80724936355921
Dasher town,Georgia,21744,9.605122732123794
Valdosta,Georgia,78800,59.19957215438097
Comer,Georgia,19084,17.859952793076317
Junction City village,Illinois,38791,7.517482517482521
Salem,Illinois,67236,4.923865091788815
Cahokia village,Illinois,10370,64.15054370851574
Washburn village,Illinois,79007,1.4808362369338024
East Galesburg village,Illinois,21826,2.276422764227637
Royal Lakes village,Illinois,66196,65.95744680851064
Standard City village,Illinois,72234,1.0101010101010055
Olney,Illinois,55912,5.468302189613661
Hoopeston,Illinois,36061,11.681693453547625
Indianola village,Illinois,37348,1.3636363636363669
Muncie village,Illinois,51336,0.0
Loami village,Illinois,44173,1.611374407582944
Quincy,Illinois,62367,10.01489572989076
Ursa village,Illinois,77044,0.9823182711198419
Broadlands village,Illinois,08420,1.3812154696132617
Pawnee village,Illinois,58174,1.7347725520431734
Jeffersonville village,Illinois,38323,0.0
Johnsonville village,Illinois,38531,1.6666666666666718
Wayne City village,Illinois,79436,2.590673575129532
Cowden village,Illinois,17055,4.380952380952385
Herrick village,Illinois,34332,0.0
Moweaqua village,Illinois,51232,2.468513853904286
Braidwood,Illinois,07770,4.1085149756939
Ingalls Park,Illinois,37465,23.588773257647432
Manhattan village,Illinois,46357,1.580107790298868
Park Forest village,Illinois,57732,72.84700644622734
Yates City village,Illinois,83817,4.447115384615385
Medora village,Illinois,48138,0.0
Claremont village,Illinois,14533,0.9661835748792313
Fithian village,Illinois,26233,5.56844547563805
Springerton village,Illinois,71643,7.547169811320753
Simpson village,Illinois,70005,1.538461538461533
Belleair Bluffs,Florida,05125,4.7659939888364145
Ocoee,Florida,51075,39.42122880898391
Cape Canaveral,Florida,10250,5.67601426231088
Umatilla,Florida,73025,0.6933333333333347
West Bradenton,Florida,76050,7.158671586715871
West Samoset,Florida,76740,24.635168328276258
Golden Beach town,Florida,26250,2.124430955993928
Leisure City,Florida,39950,21.64940717394567
North Miami Beach,Florida,49475,49.55900491028833
West Melbourne,Florida,76500,18.339707536557924
Cocoa,Florida,13150,36.65299425758819
Melbourne,Florida,43975,19.952619433397167
Melbourne Beach town,Florida,44000,2.771789344009856
Altoona,Florida,01050,5.882352941176472
Celebration,Florida,11285,8.25355235311902
Howey-in-the-Hills town,Florida,32775,1.5028177833437684
